file_name,text
images/0001.jpg,"swissposter style, square poster composition, black, cream, brown palette, high contrast, structured grid and bold typographic hierarchy, a book cover with a black and white font"
images/0002.jpg,"swissposter style, vertical poster composition, white, black, brown palette, high contrast, dense layered typographic structure, a black and white poster with the names of various languages"
images/0003.jpg,"swissposter style, vertical poster composition, white, gray palette, high contrast, dense layered typographic structure, a set of different typefaces with different font and numbers"
images/0004.jpg,"swissposter style, vertical poster composition, red, white, pink palette, high contrast, minimal layout with abundant negative space, a red and white poster with the letter t on it"
images/0005.jpg,"swissposter style, vertical poster composition, black, gray palette, balanced contrast, minimal layout with abundant negative space, an image of a black and white poster"
images/0006.jpg,"swissposter style, square poster composition, gray, black, cream palette, high contrast, minimal layout with abundant negative space, a black and white poster with the words ' theater ' and ' theater '"
images/0007.jpg,"swissposter style, vertical poster composition, white, black, cream palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the letter j on it"
images/0008.jpg,"swissposter style, horizontal poster composition, black, white, purple palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the names of various languages"
images/0009.jpg,"swissposter style, vertical poster composition, brown, white, gray palette, high contrast, structured grid and bold typographic hierarchy, a poster with a nude woman in the middle"
images/0010.jpg,"swissposter style, vertical poster composition, red, white, gray palette, high contrast, dense layered typographic structure, a series of posters with different font and numbers"
images/0011.jpg,"swissposter style, vertical poster composition, yellow, black, brown palette, high contrast, structured grid and bold typographic hierarchy, a black and yellow poster on a white background"
images/0012.jpg,"swissposter style, vertical poster composition, yellow, black palette, high contrast, structured grid and bold typographic hierarchy, the logo for the swiss made"
images/0013.jpg,"swissposter style, vertical poster composition, white, black, cream palette, high contrast, dense layered typographic structure, a poster for the international ty exhibition"
images/0014.jpg,"swissposter style, vertical poster composition, red, cream, green palette, balanced contrast, structured grid and bold typographic hierarchy, a poster with the words, ' scerschess to kunsterfest '"
images/0015.jpg,"swissposter style, vertical poster composition, black, yellow, brown palette, high contrast, structured grid and bold typographic hierarchy, a yellow poster with a black circle on it"
images/0016.jpg,"swissposter style, vertical poster composition, red, black, brown palette, balanced contrast, structured grid and bold typographic hierarchy, a red poster with the words asch bacher muer link"
images/0017.jpg,"swissposter style, vertical poster composition, black, white, gray palette, high contrast, structured grid and bold typographic hierarchy, a poster with the names of different languages"
images/0018.jpg,"swissposter style, vertical poster composition, white, brown, black palette, high contrast, structured grid and bold typographic hierarchy, the cover of a magazine with a colorful design"
images/0019.jpg,"swissposter style, vertical poster composition, green palette, soft tonal contrast, structured grid and bold typographic hierarchy, a green screen with a black font and numbers on it"
images/0020.jpg,"swissposter style, vertical poster composition, black, cream, brown palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the words openhaus"
images/0021.jpg,"swissposter style, vertical poster composition, black, white, cream palette, high contrast, dense layered typographic structure, a black and white poster with a large number of different shapes"
images/0022.jpg,"swissposter style, vertical poster composition, black, white, gray palette, high contrast, dense layered typographic structure, a black and white poster with black and white stripes"
images/0023.jpg,"swissposter style, horizontal poster composition, blue, cream, navy palette, high contrast, minimal layout with abundant negative space, a poster with a colorful design on it"
images/0024.jpg,"swissposter style, vertical poster composition, black, cream, brown palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with a man in a suit"
images/0025.jpg,"swissposter style, vertical poster composition, black, cream, brown palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the words nene in it"
images/0026.jpg,"swissposter style, vertical poster composition, black, white, cream palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the words black and white"
images/0027.jpg,"swissposter style, vertical poster composition, white, brown, cream palette, balanced contrast, structured grid and bold typographic hierarchy, a black and white poster with red letters on it"
images/0028.jpg,"swissposter style, vertical poster composition, turquoise, green, gray palette, soft tonal contrast, minimal layout with abundant negative space, the cover of a book with a blue background"
images/0029.jpg,"swissposter style, vertical poster composition, black, white, gray palette, high contrast, structured grid and bold typographic hierarchy, a black and white poster with the words, ' be bad '"
